ip_address,device_id,otp_delay,geo_distance,login_time,attempt_count,browser_info,is_new_ip,past_failures,network_type,risk_label
108.251.155.156,dev_104,76.75258762964108,15.277243413946318,18:16,1,Chrome,False,0,WiFi,0
102.68.48.180,dev_467,78.4951186624009,764.7047712965755,10:36,2,Firefox,False,0,WiFi,0
196.18.133.69,dev_612,1.059781522353888,5387.499665562798,01:27,9,Opera,True,3,VPN,1
102.184.71.245,dev_760,86.67733219724725,833.1161167717255,12:41,1,Chrome,False,1,Ethernet,0
82.179.20.182,dev_283,80.9452049803133,977.4210891326144,14:36,2,Safari,False,0,WiFi,0
205.34.192.30,dev_520,42.48707498933772,968.5759099021479,13:14,2,Chrome,False,1,WiFi,0
238.84.141.110,dev_953,18.74253155988569,68.24201171025935,12:05,2,Chrome,False,0,WiFi,0
253.55.103.117,dev_192,44.15545871940081,271.2765189286467,11:50,1,Firefox,False,1,Ethernet,0
173.40.126.109,dev_319,38.78522468518058,694.0557338913247,18:13,2,Chrome,False,0,WiFi,0
119.111.74.44,dev_711,44.719455802980555,806.4679368448947,20:06,1,Firefox,False,0,Ethernet,0
82.170.52.169,dev_392,1.983004355817895,4669.362943107375,05:47,9,Unknown,True,3,VPN,1
229.126.55.163,dev_438,1.5895686403032938,5027.049400661075,04:12,7,Unknown,True,5,VPN,1
152.228.84.73,dev_692,1.4438208434967617,6928.667081587908,03:13,7,Edge,True,3,VPN,1
96.113.27.8,dev_335,74.78459070963558,843.8384446161792,11:45,2,Safari,False,1,Ethernet,0
240.148.156.152,dev_830,0.16969485329564077,6435.022099901538,00:39,7,Unknown,True,4,VPN,1
32.40.160.215,dev_925,0.2540547836404482,10970.379030428463,05:59,6,Opera,True,4,VPN,1
25.138.21.195,dev_266,62.87939540348441,861.4975953924686,17:06,2,Safari,False,0,Ethernet,0
191.9.14.116,dev_914,1.7889698772439178,8961.767569889449,03:08,9,Opera,True,4,VPN,1
206.114.65.10,dev_548,34.41747680065382,584.0179598863217,17:39,2,Chrome,False,1,Ethernet,0
156.237.139.63,dev_125,0.996433532893677,11655.300217806534,01:11,4,Unknown,True,4,VPN,1
125.107.9.44,dev_364,20.64206238235018,884.4961093264207,15:56,1,Safari,False,0,WiFi,0
123.39.188.152,dev_720,0.8083852381479231,10816.783627822622,03:34,9,Unknown,True,5,Mobile,1
151.91.207.89,dev_325,23.137870281695278,835.8387624265841,19:41,1,Safari,False,1,WiFi,0
235.126.183.3,dev_851,39.894527672273625,80.59961257041448,10:37,2,Firefox,False,1,WiFi,0
4.236.193.208,dev_407,0.840394114868893,5958.897394399105,01:28,5,Edge,True,3,VPN,1
193.188.171.208,dev_159,46.089154227888685,33.58267704915519,11:48,1,Firefox,False,0,WiFi,0
69.42.160.48,dev_675,20.007444021506863,412.2154320121968,17:38,2,Firefox,False,1,Ethernet,0
204.53.54.237,dev_678,12.242054360328956,554.4121312833463,15:46,1,Firefox,False,0,WiFi,0
220.143.74.252,dev_920,37.51837422005685,884.4159969604468,14:10,2,Safari,False,1,Ethernet,0
175.117.38.44,dev_203,58.12542075651798,72.04584681338488,20:15,1,Safari,False,0,WiFi,0
114.165.45.37,dev_609,28.1276348057221,157.13066285300903,09:04,1,Firefox,False,1,WiFi,0
37.170.234.60,dev_793,50.8110176286243,906.0805235809478,20:44,2,Firefox,False,0,WiFi,0
198.125.92.248,dev_257,31.325902922237354,825.1350425234579,09:28,1,Chrome,False,0,Ethernet,0
159.190.148.204,dev_970,67.89257331400938,525.669062881858,15:11,2,Safari,False,0,Ethernet,0
88.227.28.35,dev_592,0.1322754953309096,7876.424610884517,04:26,5,Unknown,True,3,VPN,1
55.162.16.115,dev_777,48.27205226880651,273.06000642011105,16:10,1,Chrome,False,1,WiFi,0
249.146.31.102,dev_630,0.8007013390671721,12585.424779286648,05:11,7,Opera,True,4,Mobile,1
163.247.100.247,dev_486,1.6679726386325873,11383.8578864399,03:48,4,Unknown,True,5,Mobile,1
60.189.111.65,dev_763,1.9604419653007594,10722.138809148933,01:20,8,Opera,True,4,VPN,1
71.155.149.191,dev_504,1.7111518811190833,6357.0977648442595,01:01,9,Opera,True,3,Mobile,1
91.152.165.60,dev_558,87.55763062919655,386.7360233690558,10:46,2,Chrome,False,0,WiFi,0
131.120.115.13,dev_203,22.201098763465346,225.02169022568086,14:03,2,Firefox,False,1,WiFi,0
245.108.147.225,dev_257,1.8364399077782496,11023.402768455551,05:29,5,Edge,True,3,VPN,1
158.180.133.201,dev_316,1.9339963763074859,3236.1427053632406,00:04,4,Opera,True,5,VPN,1
150.189.172.225,dev_618,1.3542061770767335,12961.86887124141,05:25,4,Opera,True,5,Mobile,1
214.188.137.190,dev_682,1.7487317015222321,4609.533249560325,00:45,7,Opera,True,4,VPN,1
206.158.207.122,dev_905,1.627956747251156,14723.485122984137,04:18,6,Opera,True,3,Mobile,1
115.232.168.142,dev_881,0.7863069243244409,3057.7679053245897,03:54,7,Unknown,True,5,Mobile,1
52.124.211.147,dev_240,16.54695332676628,647.4040282830898,20:46,1,Chrome,False,1,WiFi,0
19.206.47.174,dev_968,1.2617735450690335,7193.592992537213,02:44,9,Opera,True,4,VPN,1
185.145.193.146,dev_247,0.45931318407781685,13325.77542108894,05:33,8,Opera,True,3,Mobile,1
78.80.121.149,dev_285,84.85182270834028,902.7355090631373,16:46,2,Firefox,False,0,Ethernet,0
238.58.82.251,dev_988,1.9461854409902364,3556.0714038480824,00:37,4,Unknown,True,5,VPN,1
224.97.212.214,dev_482,66.05776907568527,230.65838879948075,12:18,2,Firefox,False,1,Ethernet,0
131.54.167.35,dev_149,0.9774240621921759,7941.334380752707,02:27,6,Unknown,True,3,Mobile,1
79.218.156.240,dev_295,1.6090363257265794,8550.360460243955,04:11,6,Edge,True,3,Mobile,1
210.84.55.171,dev_288,85.07959792683286,494.3119685411096,16:33,2,Firefox,False,0,Ethernet,0
188.210.91.141,dev_771,58.329577036197804,435.1995097939345,17:24,2,Safari,False,0,Ethernet,0
96.235.64.46,dev_410,0.40871473982797857,12258.822275917923,03:30,4,Opera,True,4,Mobile,1
164.145.1.12,dev_921,35.363724371551854,894.7361871862606,14:11,2,Safari,False,1,WiFi,0
216.75.110.41,dev_136,1.3378128682708503,14551.811319442324,03:30,6,Edge,True,3,Mobile,1
91.80.170.22,dev_626,26.284237349873898,914.3785358858019,16:37,2,Firefox,False,1,WiFi,0
248.182.252.198,dev_398,1.8925871383816524,5625.6210231903315,03:58,4,Unknown,True,4,VPN,1
95.94.1.138,dev_687,0.8001472340409268,6643.428764819279,05:34,6,Opera,True,4,Mobile,1
153.238.50.38,dev_341,68.34291519236602,794.7976228374984,16:34,2,Firefox,False,0,Ethernet,0
77.94.156.230,dev_181,0.1446839401125664,6018.122903594369,01:20,7,Unknown,True,4,VPN,1
184.23.187.205,dev_930,0.6239625460563047,3573.2924720473084,04:32,5,Unknown,True,4,Mobile,1
48.9.84.84,dev_976,34.21075712060763,303.7901775448121,13:29,1,Chrome,False,1,Ethernet,0
30.11.99.153,dev_515,71.21351680211008,256.6903423332185,11:02,2,Safari,False,1,WiFi,0
44.126.163.84,dev_593,0.30553293309653173,9416.763363602458,00:44,4,Opera,True,3,VPN,1
169.142.112.183,dev_876,61.65206316933972,717.5359522273778,11:49,2,Chrome,False,0,WiFi,0
46.74.59.119,dev_931,57.63478313876483,889.9876113023937,11:38,1,Chrome,False,0,Ethernet,0
179.47.170.128,dev_538,0.35930865235917087,5337.213124511896,05:26,6,Unknown,True,3,Mobile,1
24.126.2.139,dev_377,11.205662347681695,870.6830728100023,17:17,2,Firefox,False,0,Ethernet,0
160.211.15.236,dev_421,28.17460728568267,492.929495771512,11:02,1,Chrome,False,0,Ethernet,0
181.137.164.167,dev_425,1.7847979774746099,13186.688558336868,00:30,4,Opera,True,3,Mobile,1
237.64.169.86,dev_807,0.8019809403180146,10806.211651193746,04:02,7,Unknown,True,3,Mobile,1
140.221.220.172,dev_226,13.269935175227774,40.73534679000667,16:37,2,Chrome,False,0,WiFi,0
184.116.85.132,dev_794,0.9387503825001684,9579.525677487898,05:14,8,Unknown,True,5,VPN,1
60.10.253.19,dev_682,1.4869758687152967,14673.520789335793,04:07,4,Opera,True,5,Mobile,1
235.182.188.86,dev_246,65.67692491433277,489.0554990670305,11:58,2,Safari,False,1,Ethernet,0
11.2.218.213,dev_858,0.46324778609971917,7074.956920142946,01:44,4,Edge,True,5,Mobile,1
154.15.152.232,dev_424,26.081078200466294,616.4984694827825,10:30,1,Firefox,False,1,WiFi,0
203.149.119.78,dev_766,66.63297135076536,37.12114877061179,14:07,2,Safari,False,1,WiFi,0
214.206.178.163,dev_786,17.61462020052063,476.00814909259316,16:21,2,Firefox,False,0,Ethernet,0
142.128.233.94,dev_689,1.1434937954312876,10733.859420247663,02:51,8,Edge,True,5,VPN,1
154.41.158.183,dev_795,1.1810146926845166,3233.71063262748,00:50,4,Opera,True,3,VPN,1
112.204.187.21,dev_208,22.41992798101088,204.9186878148831,14:19,1,Safari,False,0,Ethernet,0
25.190.26.250,dev_947,58.28941897434876,869.7132568990586,19:25,1,Safari,False,0,Ethernet,0
129.5.130.198,dev_870,1.741505928683642,5553.58273631685,04:23,6,Unknown,True,3,VPN,1
49.81.118.203,dev_656,53.0087829467866,520.8797241291625,19:40,2,Safari,False,0,Ethernet,0
11.134.221.164,dev_301,0.800691516037568,14114.926199273124,03:37,4,Unknown,True,3,Mobile,1
80.210.142.61,dev_943,1.5938534614326965,4012.4524972894947,01:22,9,Unknown,True,4,VPN,1
106.116.73.129,dev_653,33.01607416075914,687.4161376955507,12:02,1,Chrome,False,1,Ethernet,0
66.248.151.49,dev_850,12.162691661413092,285.0689980208263,20:06,1,Chrome,False,1,Ethernet,0
110.179.180.130,dev_303,31.07483137697986,257.74598376553314,11:49,1,Firefox,False,1,Ethernet,0
81.52.160.217,dev_428,1.5554267565547895,7142.1937735605925,04:55,4,Opera,True,3,VPN,1
75.181.232.5,dev_898,45.668612260074084,865.3536588921422,12:04,2,Safari,False,1,Ethernet,0
157.193.226.89,dev_638,0.2509325549445582,4295.924537868026,01:50,8,Edge,True,4,Mobile,1
146.241.125.8,dev_446,1.9045523500096306,6257.239806362175,04:18,8,Unknown,True,5,VPN,1
27.253.107.242,dev_925,23.14340968485527,343.4910281018552,12:24,1,Firefox,False,1,Ethernet,0
235.160.94.210,dev_694,37.37146396124256,297.422445188586,17:50,1,Firefox,False,1,WiFi,0
39.15.34.179,dev_264,49.79584539900499,331.41284060448703,10:28,1,Safari,False,0,Ethernet,0
203.90.77.14,dev_186,0.6699005823056724,3232.2116321013978,04:21,8,Edge,True,4,VPN,1
135.72.96.229,dev_402,33.54453435236,801.8415672590755,10:14,2,Safari,False,1,WiFi,0
59.184.182.167,dev_577,0.5538013920824111,11060.158266767807,05:27,9,Unknown,True,3,VPN,1
46.143.152.55,dev_526,1.4459061424981106,7435.903120166068,01:01,5,Edge,True,5,VPN,1
211.31.68.248,dev_222,60.335275995393474,192.79394636576862,19:32,1,Chrome,False,1,Ethernet,0
140.79.169.8,dev_278,1.6809454208748393,14121.366316699126,02:39,9,Unknown,True,3,VPN,1
92.61.110.115,dev_855,0.8110270013686626,3902.657092235902,02:10,9,Edge,True,5,VPN,1
116.96.31.245,dev_302,1.5578030495399977,9413.974456814078,05:55,4,Unknown,True,4,Mobile,1
11.243.148.176,dev_253,53.56330756218885,418.9440317252188,15:32,1,Chrome,False,0,WiFi,0
85.76.216.107,dev_475,1.7170412398055837,10915.00788449648,00:17,4,Edge,True,5,VPN,1
116.38.26.228,dev_327,0.1329638263839398,6244.433676792457,02:01,4,Unknown,True,5,VPN,1
84.129.40.15,dev_887,0.7491327715134164,3599.423112271412,00:11,9,Unknown,True,5,Mobile,1
62.18.217.100,dev_367,34.7996867422473,175.07588875745927,14:34,2,Safari,False,0,Ethernet,0
211.247.209.252,dev_798,1.317498188532543,3645.11176472012,04:38,6,Unknown,True,3,VPN,1
30.66.64.89,dev_329,1.2758357771242297,8530.860505903856,00:17,6,Unknown,True,4,VPN,1
78.162.12.210,dev_440,62.241016266268964,633.8115321018978,19:37,1,Firefox,False,1,WiFi,0
135.59.166.157,dev_955,1.5479732217760869,7433.166034875355,04:03,4,Unknown,True,4,VPN,1
42.156.95.108,dev_721,87.72744588130956,517.468290345408,09:46,1,Firefox,False,0,Ethernet,0
66.64.92.39,dev_763,1.3986491882242444,11805.12385704302,05:34,9,Opera,True,4,Mobile,1
227.7.98.115,dev_181,83.07302842343562,782.9554838669679,17:50,1,Firefox,False,1,WiFi,0
77.204.26.63,dev_206,0.37061210183447124,3833.6251209085854,03:37,8,Unknown,True,5,Mobile,1
9.130.80.16,dev_527,1.5950026584092616,6503.772982965376,01:54,8,Unknown,True,3,Mobile,1
77.247.97.209,dev_854,1.6351202379335312,11362.84616319701,00:38,6,Edge,True,5,VPN,1
130.76.251.161,dev_873,0.716873028946516,8154.6691402402275,01:21,7,Unknown,True,3,Mobile,1
132.79.156.229,dev_126,1.8698416161278024,6304.675607645078,04:41,4,Unknown,True,3,VPN,1
218.2.197.101,dev_561,47.41444844818461,354.1171553288921,13:39,2,Safari,False,0,Ethernet,0
26.204.110.67,dev_809,78.18702941510486,613.5449357350996,13:09,2,Safari,False,1,Ethernet,0
45.218.90.114,dev_719,1.97151055412106,9904.488051347445,01:25,5,Edge,True,5,VPN,1
141.180.188.63,dev_949,25.380048852359167,656.9076315959188,18:50,2,Safari,False,1,WiFi,0
56.206.13.138,dev_720,32.70103863247766,165.62548027926883,13:52,2,Chrome,False,1,Ethernet,0
19.124.134.163,dev_464,1.930553318744786,13081.79846755131,03:13,5,Opera,True,3,Mobile,1
253.183.97.204,dev_481,0.6303778651357544,5644.450774754555,01:10,4,Unknown,True,4,Mobile,1
91.243.193.5,dev_469,84.97555647317328,374.78672766044565,11:12,1,Safari,False,1,WiFi,0
214.178.16.125,dev_158,0.6482703006434506,12226.21095777816,00:34,8,Unknown,True,3,Mobile,1
90.133.108.134,dev_457,1.6959539426240013,6993.663892539367,05:35,8,Unknown,True,3,Mobile,1
85.36.203.190,dev_671,0.9841855111156407,3206.461286297601,05:50,7,Opera,True,5,VPN,1
131.212.49.128,dev_408,17.225607817373447,151.25467655668623,17:18,1,Firefox,False,1,WiFi,0
201.165.69.212,dev_165,0.6130960987525547,11864.613099539098,01:41,5,Edge,True,3,VPN,1
33.227.25.74,dev_672,25.33680361666768,772.4749593542883,09:43,2,Firefox,False,1,Ethernet,0
150.177.160.169,dev_653,1.8775281039696103,8814.080869970534,01:43,9,Unknown,True,3,VPN,1
8.11.34.230,dev_740,0.813750243333906,4138.992762654342,01:23,5,Opera,True,3,Mobile,1
236.40.41.62,dev_433,26.315416081474787,25.852353517256233,10:29,2,Safari,False,1,WiFi,0
18.157.26.37,dev_920,1.8161455072798387,6942.054860986662,04:47,5,Edge,True,3,Mobile,1
50.130.167.25,dev_401,40.20267754814646,123.35084913425388,19:19,1,Firefox,False,1,Ethernet,0
197.83.105.215,dev_761,0.2710932188423715,7148.34271273771,04:30,7,Opera,True,3,VPN,1
216.194.212.126,dev_994,0.20403124071584047,13368.394627944512,05:05,4,Edge,True,4,Mobile,1
210.224.239.46,dev_364,1.1897147080810193,5028.95288559152,04:35,7,Edge,True,5,VPN,1
237.211.33.200,dev_657,80.80797366303109,755.2935348037827,10:56,2,Firefox,False,1,Ethernet,0
135.131.189.10,dev_163,56.72872017904833,316.1783180088826,13:35,1,Firefox,False,0,WiFi,0
174.138.41.60,dev_579,30.50674236299092,355.510543082736,17:31,1,Safari,False,1,Ethernet,0
203.118.128.35,dev_188,0.8709501401340219,8424.3254749397,04:44,5,Opera,True,3,VPN,1
112.185.52.219,dev_418,27.004098227259405,123.52472565791506,18:45,1,Firefox,False,0,WiFi,0
111.62.3.122,dev_982,1.4851543597887726,4149.648116645106,01:33,9,Edge,True,5,Mobile,1
62.84.107.148,dev_624,89.93892657051241,685.0003959319985,09:07,2,Safari,False,0,Ethernet,0
103.172.147.110,dev_888,89.88456828615888,330.1444496046274,17:24,2,Safari,False,1,Ethernet,0
26.230.182.93,dev_715,0.7102990556834629,10875.181934033066,02:48,8,Opera,True,3,VPN,1
7.139.55.20,dev_139,51.59940417259796,691.8305926187111,13:41,1,Chrome,False,0,WiFi,0
177.105.4.226,dev_540,27.51849005949662,154.15761014290496,20:53,1,Firefox,False,0,WiFi,0
147.181.214.48,dev_928,1.9204728430029188,8140.945620866377,01:45,8,Opera,True,5,VPN,1
204.219.70.126,dev_861,62.05720825178265,148.22131383288362,11:03,1,Chrome,False,0,Ethernet,0
229.166.29.78,dev_766,0.18091114160893135,10251.610755127334,02:38,5,Edge,True,4,VPN,1
112.200.174.45,dev_342,69.98462176668482,665.600631215067,10:09,1,Firefox,False,0,Ethernet,0
164.184.220.31,dev_418,23.658429511859616,56.87264708723172,12:27,1,Chrome,False,1,Ethernet,0
91.106.12.15,dev_307,44.64025124797483,687.5867930150953,13:07,2,Firefox,False,0,Ethernet,0
109.9.109.245,dev_643,0.6578789076619457,12856.49738291133,02:29,9,Unknown,True,3,Mobile,1
201.158.236.71,dev_526,40.901171677207486,459.3038476637796,10:27,1,Firefox,False,0,Ethernet,0
227.40.195.111,dev_961,0.1629494651486466,10133.351649651018,01:56,4,Edge,True,5,VPN,1
116.49.149.248,dev_358,0.2604188561466812,12797.219881547026,02:44,4,Opera,True,5,Mobile,1
114.230.54.73,dev_526,59.70347826845834,339.055733398662,09:42,2,Safari,False,1,Ethernet,0
110.239.171.25,dev_481,0.9719411402454644,4521.650551174989,05:09,6,Unknown,True,5,Mobile,1
122.26.97.8,dev_482,0.42777059881812507,3881.924858395727,04:12,4,Edge,True,3,VPN,1
82.194.102.115,dev_493,79.19790249756214,151.57551547432234,16:33,1,Firefox,False,1,Ethernet,0
234.159.196.141,dev_284,0.6792374818152562,14599.291899387024,04:09,4,Opera,True,5,VPN,1
23.1.206.39,dev_282,0.9882320265289367,10599.041238772961,03:18,5,Edge,True,5,VPN,1
101.126.170.105,dev_828,0.33756437219543334,11107.663530399888,03:21,4,Opera,True,4,VPN,1
37.156.139.37,dev_250,45.11378938420573,921.4547158993703,11:12,2,Chrome,False,0,Ethernet,0
7.221.90.147,dev_787,1.0870545937003697,5423.606994191598,02:44,5,Unknown,True,3,Mobile,1
249.46.16.77,dev_183,68.82826572486613,92.93647711170661,18:54,1,Firefox,False,1,WiFi,0
57.34.239.40,dev_788,33.036621888967524,269.33302131472556,20:59,1,Chrome,False,0,Ethernet,0
252.238.251.98,dev_294,54.540034595342625,758.3811305093542,09:47,1,Safari,False,0,WiFi,0
29.167.201.42,dev_349,39.60107501135694,125.63294424816118,16:20,2,Firefox,False,0,Ethernet,0
193.118.106.174,dev_646,0.9700215442677935,11507.063030460124,04:36,8,Opera,True,5,VPN,1
215.213.237.98,dev_722,1.8041966181117681,9571.963331044637,02:15,8,Unknown,True,4,Mobile,1
85.62.212.127,dev_502,43.5083851128454,458.98690065768244,16:44,1,Firefox,False,1,WiFi,0
133.97.145.190,dev_217,1.8416510868653382,10749.109420448744,02:10,9,Unknown,True,4,Mobile,1
211.172.141.58,dev_447,86.29514116967579,117.34003122061677,10:37,1,Firefox,False,0,Ethernet,0
219.214.190.39,dev_543,1.0804257839106879,14696.783293232089,00:56,4,Edge,True,4,VPN,1
104.211.41.236,dev_216,55.225242251397006,975.2298716769959,10:07,2,Firefox,False,1,WiFi,0
73.230.35.37,dev_316,24.04918218848829,284.1357424680453,09:38,2,Chrome,False,0,WiFi,0
170.83.49.248,dev_181,25.032698851382147,412.2950361290403,10:15,1,Safari,False,0,Ethernet,0
75.155.84.197,dev_499,0.41344151712699095,4568.096044340601,03:38,7,Unknown,True,5,VPN,1
36.98.136.53,dev_135,41.72503527077109,461.0093961077363,11:23,2,Firefox,False,0,WiFi,0
61.159.162.102,dev_727,43.68902933165696,665.7170732770662,19:11,2,Chrome,False,1,WiFi,0
250.239.101.99,dev_687,15.447035484983891,122.0559946158487,10:21,1,Firefox,False,0,WiFi,0
4.49.245.147,dev_907,1.0837870908760774,7626.29217355729,03:51,6,Unknown,True,5,Mobile,1
155.164.158.57,dev_350,1.497095026622881,7666.6615701428855,02:03,4,Opera,True,5,Mobile,1
109.14.142.187,dev_434,61.28131928668685,585.2504800094254,17:14,2,Safari,False,1,WiFi,0
21.127.24.174,dev_419,31.491494158396243,107.16163758311426,15:36,2,Safari,False,1,WiFi,0
188.184.66.179,dev_960,84.73951352359748,744.731909935313,16:34,1,Firefox,False,0,WiFi,0
91.154.198.125,dev_891,35.271489265304325,438.34116182602,18:13,1,Firefox,False,1,Ethernet,0
140.132.77.36,dev_870,1.111856621955558,10464.741124709815,00:41,8,Unknown,True,3,Mobile,1
58.46.18.14,dev_995,0.45255789094123333,13776.397260152986,02:27,9,Edge,True,3,Mobile,1
7.71.109.121,dev_896,75.76880964910032,100.53360220481034,11:13,1,Firefox,False,1,WiFi,0
126.23.209.26,dev_693,1.8373012474513708,3213.862129042703,03:49,6,Opera,True,4,VPN,1
46.197.13.235,dev_473,81.39142236003416,656.1456131547834,10:11,1,Firefox,False,0,Ethernet,0
47.5.158.154,dev_479,1.2163535137881534,3533.3996502092077,01:43,5,Edge,True,4,VPN,1
164.215.220.146,dev_812,1.8116581507150737,8157.954756652854,03:08,5,Edge,True,5,Mobile,1
92.104.170.152,dev_407,70.9670282170523,8.725497410014494,18:24,1,Firefox,False,0,Ethernet,0
141.157.58.113,dev_900,58.4894301931601,266.7661998814046,14:28,2,Firefox,False,1,Ethernet,0
50.69.25.101,dev_513,85.479516559897,232.08205510431657,18:36,1,Firefox,False,1,Ethernet,0
158.51.27.103,dev_661,24.66877894502528,293.92409745970025,12:28,2,Safari,False,1,WiFi,0
181.216.78.67,dev_390,66.84340264200165,161.80808416199775,18:18,1,Safari,False,0,WiFi,0
154.141.214.128,dev_577,0.4487411462675923,14089.76550262735,00:50,9,Unknown,True,4,Mobile,1
71.251.38.222,dev_676,69.39330354774555,139.2961014009674,15:22,2,Firefox,False,1,WiFi,0
225.193.95.75,dev_414,32.269617102853026,502.17193778702494,10:09,2,Safari,False,0,Ethernet,0
155.117.101.69,dev_438,46.84119927495079,262.46736311342886,09:23,2,Safari,False,0,WiFi,0
244.114.173.90,dev_942,40.73633241037504,405.09408371532186,17:09,1,Safari,False,1,WiFi,0
190.244.175.212,dev_431,0.784302852012336,4631.183540298629,02:05,6,Edge,True,4,VPN,1
44.50.243.33,dev_388,1.0564438312649247,3068.748808274362,02:50,8,Unknown,True,4,Mobile,1
68.22.70.49,dev_215,0.9099446575060081,10528.631488371133,02:00,8,Opera,True,4,Mobile,1
171.229.111.144,dev_171,0.865063380997587,3991.595420323638,03:44,9,Edge,True,5,Mobile,1
164.213.40.249,dev_555,0.11884252311114658,13001.72496289369,02:02,8,Edge,True,4,VPN,1
94.31.31.48,dev_430,0.41096306549078265,5879.110677125143,03:42,4,Edge,True,5,VPN,1
130.47.150.90,dev_661,1.989873119386872,14503.478746239083,03:38,4,Opera,True,4,Mobile,1
225.209.191.122,dev_232,1.3601149222503135,9659.461599975672,04:53,5,Edge,True,4,VPN,1
164.18.88.249,dev_117,10.368656614716416,135.40454116636502,17:18,2,Firefox,False,1,WiFi,0
4.111.60.106,dev_755,52.38805195843704,868.8175224788937,18:18,1,Firefox,False,0,Ethernet,0
134.200.15.49,dev_425,59.18767558462322,361.3092164846421,16:01,2,Safari,False,1,WiFi,0
245.84.215.197,dev_486,1.3982766630186434,7515.212927615012,05:55,8,Unknown,True,3,Mobile,1
188.204.216.79,dev_977,1.1825619297444478,12700.501723130243,01:15,5,Opera,True,5,Mobile,1
70.29.64.210,dev_301,1.4077595827693972,3806.2153369263374,02:50,7,Opera,True,4,VPN,1
60.247.53.12,dev_636,0.4379981844011769,6032.208922747062,00:58,9,Opera,True,3,VPN,1
92.223.110.16,dev_607,16.095093650811478,562.8094499125308,19:42,2,Firefox,False,0,Ethernet,0
71.252.22.14,dev_290,1.0016261687825139,5240.566287978114,00:20,8,Edge,True,5,VPN,1
195.189.249.182,dev_574,58.83297977091704,384.9712390287382,17:58,1,Chrome,False,0,Ethernet,0
